# Gravity accuracy test - SWIFT FORCES
# G=   4.30091755e+01
# N= 10
# periodic= 1
# theta=   1.00000000e-02
# Git Branch: master
# Git Revision: v1.0.0-359-gdf3f05c9-dirty
#               id           pos[0]           pos[1]           pos[2]       a_swift[0]       a_swift[1]       a_swift[2]        potential          a_PM[0]          a_PM[1]          a_PM[2]      potentialPM         a_p2p[0]         a_p2p[1]         a_p2p[2]         a_m2p[0]         a_m2p[1]         a_m2p[2]         a_m2l[0]         a_m2l[1]         a_m2l[2]            n_p2p            n_m2p            n_m2l             n_PM
              3490   3.03112744e+00   6.57447163e-01   4.64545165e+00   2.52942331e-02  -3.51026678e-03  -4.56230529e-02   6.15299493e-03   2.11929213e-02  -1.07613672e-03  -4.15237695e-02   1.50393299e-03   4.13362030e-03  -2.41621002e-03  -4.19136276e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              5980   4.41603404e+00   3.92643339e+00   3.13499834e+00  -2.36783847e-02   4.61238138e-02  -7.30712665e-03   2.89091398e-03  -2.36984286e-02   4.60722297e-02  -7.13604316e-03  -2.23101862e-03  -1.86090983e-04   8.98573780e-05  -1.61585573e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8250   2.83110124e+00   3.49457830e+00   4.05578825e+00  -7.32518956e-02   8.50641727e-02  -2.96384301e-02  -7.02063590e-02  -7.20703676e-02   8.55065063e-02  -2.89345644e-02  -7.51077756e-02  -1.18152797e-03  -4.42335382e-04  -7.03866244e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              5620   3.39006526e+00   3.41739554e-02   4.33292828e+00  -7.45643396e-03   4.44737151e-02  -3.42133306e-02  -1.42057268e-02   6.52991328e-03   3.31563018e-02  -2.65485272e-02  -1.57195665e-02  -7.72685744e-03   2.64199693e-02  -7.90616963e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              9780   7.71640726e-01   1.72972502e-01   2.58574555e+00  -6.88370839e-02   2.68765781e-02  -7.89569020e-02  -3.17833051e-02  -5.83656915e-02   2.53495667e-02  -7.58437365e-02  -3.46695557e-02  -1.03519671e-02   1.56598841e-03  -3.09465849e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
               910   1.25612302e+00   1.80908716e-01   2.21877410e-01  -5.77841736e-02  -9.80399102e-02   1.11775398e-01  -3.53578813e-02  -4.75886911e-02  -6.70856684e-02   8.39625895e-02  -3.65995765e-02  -5.28275923e-05   1.04054743e-04   1.68332233e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8270   5.29591373e-02   1.12127298e+00   6.55332221e-01  -1.08910948e-01   2.37981565e-02  -1.18039986e-02  -4.18539122e-02  -5.59777245e-02   1.01377266e-02  -1.97547358e-02  -4.25348356e-02   1.84139014e-06   1.38209896e-06   2.99798762e-06   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              9790   1.05531279e+00   3.35981412e+00   2.93491732e+00   2.98418780e-03   4.44251783e-02   3.57534923e-02  -6.34305179e-02   2.97676609e-03   4.43800986e-02   3.46770361e-02  -6.84595630e-02   7.42254315e-06   4.50783264e-05   1.07645476e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              9800   3.90784716e+00   8.87384582e-01   1.68744708e+00  -7.22940415e-02  -9.32614878e-03  -2.65635818e-01  -4.45039086e-02   9.13503207e-03  -3.82683091e-02  -2.27626059e-02  -1.91487167e-02  -8.14292803e-02   2.89430823e-02  -2.42873311e-01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              2470   9.29988943e-02   4.89849144e+00   1.43078413e-01  -1.43073173e-02   1.55452695e-02   5.46236150e-02  -6.08236827e-02  -1.43281762e-02   1.72337126e-02   5.39377369e-02  -6.58470094e-02   3.46051784e-05  -1.82149094e-03   5.32975013e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7930   1.07614094e+00   2.39673286e+00   1.93084787e+00  -4.51463796e-02  -2.12039538e-02  -1.99961069e-04  -9.61454771e-03  -4.50321734e-02  -2.08466295e-02  -1.68854313e-04  -1.47393076e-02  -1.14207331e-04  -3.57324607e-04  -3.11067597e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1700   7.65052977e-01   3.42406021e+00   3.88922535e+00   3.93369682e-02   5.42745963e-02   7.66911581e-02  -6.54476061e-02   2.40798630e-02   4.25543636e-02   1.45015847e-02  -6.53546900e-02   1.52577525e-02   1.17205847e-02   6.21896721e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              2490   3.74808807e+00   4.85652506e+00   3.73967938e+00   2.45769471e-02   5.16180620e-02   1.95738655e-02  -9.45762470e-02  -2.70443857e-02   3.86600755e-02   2.16652360e-02  -9.50370878e-02   5.22690639e-02   1.17679657e-02  -4.59743990e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7170   1.49036785e+00   4.20986217e+00   1.00730413e+00  -2.12640222e-02   1.21986330e-01   7.28434604e-03  -2.20286436e-02  -3.04964185e-02   1.05006121e-01   1.64892953e-02  -2.52826530e-02   9.23241489e-03   1.69801787e-02  -9.20497254e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1730   4.38100589e+00   1.06429937e-01   8.66779600e-01   1.13535032e-01  -1.88413952e-02   4.07670923e-02  -3.88035029e-02   1.18218763e-02   1.77977630e-03   2.85706832e-03  -3.26134153e-02   1.03437915e-01  -1.59286521e-02   3.49435210e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              6440   1.36354913e+00   4.79952157e+00   2.71681945e+00  -1.15384050e-02   4.85515706e-02   3.37352417e-02  -1.44862279e-01  -1.83664579e-02   4.90065217e-02   3.11181601e-02  -1.48865566e-01   3.67994909e-03  -5.07144351e-03  -3.45773809e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7580   7.65714712e-01   1.48422979e-01   4.90861943e+00  -1.04950564e-02   2.38127485e-02  -5.06594265e-03   8.97163451e-02  -1.04602324e-02   2.38632560e-02  -5.24563761e-03   8.45721513e-02  -3.69449879e-07   2.98500311e-07  -5.17854517e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8010   1.02424362e+00   4.15024050e+00   4.79276045e+00   8.10550712e-03   2.61941366e-02   7.67836394e-03  -7.08374158e-02   9.26412293e-04   2.22558975e-02  -8.69425348e-05  -7.51279145e-02  -1.08932421e-04  -7.93783183e-05  -2.53497885e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              6850   1.38271117e+00   9.40117847e-01   1.34118972e+00   2.75622904e-02   1.67949833e-02  -2.54658200e-02  -3.74135412e-02   1.66457407e-02   4.09687543e-03  -2.12515891e-02  -4.12331559e-02   1.09165488e-02   1.26981083e-02  -4.21423092e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              2160   3.42344244e+00   1.22211625e+00   2.65937753e+00  -2.81511992e-02  -8.10550377e-02  -8.66023675e-02  -1.08444318e-02  -2.35509835e-02  -5.60704395e-02  -5.06662615e-02  -1.04173673e-02  -4.60021524e-03  -2.49845982e-02  -3.59361060e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1400   4.37829010e+00   1.58312701e+00   1.32795788e+00   3.53193507e-02  -6.60408363e-02  -3.45530771e-02   2.61899531e-02   3.57618295e-02  -6.53228015e-02  -3.35274525e-02   2.12127790e-02  -4.68926155e-04  -7.23070465e-04  -1.01553719e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              9530   1.44114355e+00   2.51227525e+00   1.05487050e+00  -7.25359097e-02  -1.17209859e-01  -2.42323335e-03  -4.70373407e-03  -6.51474521e-02  -9.68097150e-02   2.67258752e-03  -7.74734747e-03  -7.38845952e-03  -2.04001423e-02  -5.09582087e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8380   1.69274279e+00   7.93157189e-02   2.62285896e+00  -1.39768822e-02  -5.34198433e-03  -2.77828462e-02   1.47900591e-02  -1.39758587e-02  -5.34315640e-03  -2.77807005e-02   9.63627547e-03   8.90111721e-07   3.23017980e-06   2.90351204e-06   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7610   1.92621000e+00   9.60906264e-01   3.20188901e+00   9.49744433e-02  -5.53902611e-02  -5.51178679e-02  -1.68373659e-02   3.53270285e-02   1.43237785e-02  -1.18736969e-02  -1.06150266e-02   5.96474111e-02  -6.97140396e-02  -4.32441719e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              5400   1.91908075e+00   2.97783335e-01   4.15913313e+00   1.08824283e-01   8.70312154e-02  -8.39497298e-02   2.10478939e-02   5.32392897e-02   4.31534424e-02  -3.01884469e-02   2.46123318e-02   5.55913225e-02   4.38847542e-02  -5.37543967e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              3290   2.56996254e+00   2.62978207e+00   3.10367099e+00  -1.44616161e-02   5.46931662e-03   1.06369749e-01  -3.02237477e-02  -1.81749072e-02   1.45379305e-02   8.83005336e-02  -3.33861858e-02   3.71329091e-03  -9.06861387e-03   1.80692170e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1840   2.33455393e-01   2.14233696e+00   9.32767340e-01  -1.38639882e-02   1.03366757e-02   4.34575677e-02  -3.23096476e-02  -1.22259380e-02   6.53292343e-04   2.82283779e-02  -3.61043401e-02  -1.62562809e-03   9.70896613e-03   1.52176488e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8860   4.39396965e+00   4.64613642e-01   2.33252082e+00  -2.98252329e-02   2.99196485e-02  -5.34777194e-02  -6.13132119e-03  -1.69927496e-02   1.63600929e-02  -4.72253747e-02  -9.29836556e-03  -1.28371920e-02   1.35770161e-02  -6.23188773e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7330   5.17007005e-01   1.90861170e+00   6.29055131e+00   4.20265906e-02   2.47123595e-02  -7.99082816e-02  -3.00177932e-02   3.53588723e-02   3.03891227e-02  -7.04227388e-02  -3.25220153e-02   6.66838093e-03  -5.67665230e-03  -9.48563777e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
                30   2.83586277e+00   4.11268487e+00   8.23461338e+00  -1.35387301e-01   1.11196637e-01  -2.32841343e-01  -9.46597829e-02  -7.35462159e-02   7.93345924e-03  -1.24163806e-01  -8.05785581e-02  -6.18410930e-02   1.03263147e-01  -1.08677521e-01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              6590   4.61507372e+00   2.77896911e+00   5.96229140e+00  -5.69067197e-04   4.10594232e-02  -2.59021707e-02   1.76737998e-02  -3.84134310e-03   3.99561897e-02  -2.66224593e-02   1.28156422e-02  -2.31287748e-04   3.35844583e-04  -2.62607267e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              2670   1.66108315e+00   1.22682661e+00   5.49000139e+00  -1.35494724e-01   2.17392564e-01   4.12976108e-02  -3.20712700e-02  -2.03505065e-02   8.77581313e-02   2.94907222e-04  -2.03711092e-02  -1.15144320e-01   1.29634410e-01   4.10028845e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              1130   1.71181799e+00   2.71748997e+00   7.01732142e+00  -1.66870654e-01  -4.70620766e-02  -1.07975416e-01  -6.33148998e-02  -1.48122963e-02   3.34163010e-02  -3.12335435e-02  -4.69651893e-02  -1.52058363e-01  -8.04783776e-02  -7.67418742e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              6620   1.96436679e-01   4.39042463e+00   9.66342321e+00   1.55525245e-02  -2.65278779e-02  -5.11624618e-03   3.26517224e-02   1.17830588e-02  -2.24699583e-02  -5.42358635e-03   2.78731957e-02   3.71477637e-03  -4.02088324e-03   2.59939203e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4090   4.53897360e-01   1.65132000e+00   5.88820910e+00   1.44335389e-01   9.73104835e-02  -1.20851770e-02  -3.61466892e-02   8.58227238e-02   8.46397579e-02  -1.30594485e-02  -3.50764394e-02   5.85290380e-02   1.26879616e-02   9.70705878e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8540   3.51627156e+00   3.86619710e+00   5.43069992e+00   3.36211324e-02   3.96548547e-02   9.17129032e-03  -4.65757810e-02   2.01239102e-02   3.92759293e-02   6.49857987e-03  -5.06132431e-02   1.34973526e-02   3.78836441e-04   2.67291139e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4100   2.62884313e+00   4.32721615e+00   8.18134552e+00   1.63802713e-01  -2.00809851e-01  -1.24139205e-01  -8.85688066e-02   5.86722754e-02  -9.71647352e-02  -7.20633566e-02  -7.79537633e-02   1.05130263e-01  -1.03645541e-01  -5.20757549e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              7010   3.28229750e+00   2.08526741e+00   6.61315310e+00   9.39866602e-02   1.51529461e-02  -2.42044963e-02  -1.20826522e-02   2.79419590e-02   5.04543781e-02  -2.65947953e-02  -9.22042876e-03   6.60447031e-02  -3.53014320e-02   2.39029829e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              3760   1.64734463e+00   6.21330612e-01   8.40588992e+00   7.21261278e-03  -8.87362007e-03  -2.96621118e-03   8.55765417e-02   6.13971800e-03  -6.93843141e-03  -1.81617084e-04   8.06734785e-02   1.07312703e-03  -1.93206733e-03  -2.78428197e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8550   4.17147858e+00   4.85536928e+00   5.34839821e+00  -3.06531221e-01  -1.01536170e-01  -9.42703709e-03  -1.02569476e-01  -1.34923995e-01   4.16554920e-02   4.60529188e-03  -7.52770081e-02  -1.71524197e-01  -1.43477127e-01  -1.41533772e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              7020   5.17491716e-01   8.96572294e-01   9.61419229e+00  -6.14239201e-02   1.28992312e-02  -8.24100971e-02  -1.49381422e-02  -3.05699091e-02   1.60085186e-02  -3.22210751e-02  -1.35324514e-02  -3.08743957e-02  -3.12052714e-03  -5.02143838e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8170   4.02133939e-01   2.64959906e+00   8.43847630e+00   1.82001535e-02  -1.36675518e-02  -6.25367910e-02  -3.88948470e-02   1.87865330e-03   2.21265610e-02  -3.75218503e-02  -3.95219438e-02   1.68261528e-02  -3.57752778e-02  -2.48364080e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8180   9.71920613e-01   2.34168285e+00   5.73785707e+00  -4.35087532e-02  -2.34589837e-02   5.37751429e-03  -5.56915477e-02  -3.94142084e-02  -2.00420152e-02   4.23337740e-04  -5.90767264e-02  -4.09453781e-03  -3.41697154e-03   4.95417835e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8580   4.04836487e-01   6.94705768e-01   9.40338465e+00  -2.52859555e-02   1.02612734e-01   7.67940134e-02  -8.40683654e-03  -1.07508432e-02   5.90468422e-02   3.83283943e-02  -7.27048982e-03  -1.45387296e-02   4.36034948e-02   3.84656005e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4810   3.16724500e-01   3.87548472e+00   6.44537499e+00   1.11658700e-01   5.72529435e-02  -4.03411239e-02  -1.45783752e-01   2.83045024e-02   2.78179441e-02  -6.84963837e-02  -1.36095375e-01   8.72040167e-02   3.08849346e-02   2.98010278e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              5950   1.64902634e+00   4.62924629e+00   6.82854281e+00   7.71338586e-04  -5.29345945e-02   4.02200781e-02  -8.60698223e-02   6.45484263e-03  -2.67527755e-02   2.49974746e-02  -8.87496620e-02  -5.68804471e-03  -2.61999387e-02   1.52189890e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4170   1.14699039e+00   1.89355839e-02   8.83549545e+00  -3.86065431e-02  -3.74044441e-02   8.34809840e-02   5.40923588e-02  -4.18649577e-02  -2.32669618e-02   6.57940134e-02   5.07215969e-02   3.47703957e-04   1.91892963e-04   3.98020464e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              2410   3.75869676e+00   2.06154640e+00   6.96313431e+00   5.68029284e-03   9.61700082e-03  -1.22831911e-01   2.37674173e-02  -6.14686981e-02   4.47334163e-02  -7.35839605e-02   2.70742737e-02   6.71489909e-02  -3.51164155e-02  -4.92479466e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              6320   1.12102497e+00   4.16496524e-02   7.14691885e+00  -1.11508541e-01   2.94008087e-02  -6.20256215e-02   8.35671797e-02  -5.75117990e-02   2.59401072e-02  -3.46072689e-02   8.33122209e-02  -5.39910235e-02   3.46542895e-03  -2.74086054e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              2760   2.51755974e+00   3.83465852e+00   5.43757852e+00   7.68312486e-03   1.49134258e-02  -2.15402097e-02  -5.18671870e-02   7.37548759e-03   1.55808516e-02  -2.19594557e-02  -5.69167212e-02   2.70427845e-04  -6.83161081e-04   5.83787507e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
               890   1.42470968e+00   1.40554455e+00   5.61273190e+00   1.80978864e-01  -2.26956569e-02  -1.45594612e-01  -4.04995643e-02   3.26494612e-02   4.02998440e-02  -4.31674011e-02  -2.74627954e-02   1.48329407e-01  -6.29955009e-02  -1.02427214e-01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              6330   8.02897258e-01   3.53627964e+00   6.00799810e+00  -8.73236954e-02   1.36111096e-01   4.22424339e-02  -1.02096304e-01  -7.10551143e-02   9.25048739e-02   4.48011458e-02  -1.01360656e-01  -1.62675567e-02   4.36060838e-02  -2.55899085e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
