# Gravity accuracy test - SWIFT FORCES
# G=   4.30091755e+01
# N= 10
# periodic= 1
# theta=   1.00000000e-02
# Git Branch: master
# Git Revision: v1.0.0-359-gdf3f05c9-dirty
#               id           pos[0]           pos[1]           pos[2]       a_swift[0]       a_swift[1]       a_swift[2]        potential          a_PM[0]          a_PM[1]          a_PM[2]      potentialPM         a_p2p[0]         a_p2p[1]         a_p2p[2]         a_m2p[0]         a_m2p[1]         a_m2p[2]         a_m2l[0]         a_m2l[1]         a_m2l[2]            n_p2p            n_m2p            n_m2l             n_PM
              9800   3.90784669e+00   8.87383501e-01   1.68744651e+00  -7.22930282e-02  -9.32634249e-03  -2.65635908e-01  -4.45037037e-02   9.13497992e-03  -3.82681079e-02  -2.27626562e-02  -1.91486925e-02  -8.14282224e-02   2.89426856e-02  -2.42873341e-01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              2470   9.29981083e-02   4.89849125e+00   1.43077463e-01  -1.43073546e-02   1.55454241e-02   5.46235181e-02  -6.08236976e-02  -1.43282125e-02   1.72338374e-02   5.39376512e-02  -6.58470243e-02   3.46054039e-05  -1.82146160e-03   5.32964303e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7930   1.07613983e+00   2.39673277e+00   1.93084670e+00  -4.51463312e-02  -2.12038793e-02  -1.99971430e-04  -9.61456262e-03  -4.50321250e-02  -2.08465569e-02  -1.68864441e-04  -1.47393225e-02  -1.14205948e-04  -3.57321987e-04  -3.11069889e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1700   7.65052383e-01   3.42405917e+00   3.88922401e+00   3.93367037e-02   5.42748123e-02   7.66907930e-02  -6.54475912e-02   2.40798164e-02   4.25543934e-02   1.45014245e-02  -6.53546974e-02   1.52575318e-02   1.17207728e-02   6.21894710e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              2490   3.74808677e+00   4.85652373e+00   3.73967820e+00   2.45769359e-02   5.16183674e-02   1.95739381e-02  -9.45762694e-02  -2.70442665e-02   3.86602655e-02   2.16653030e-02  -9.50371176e-02   5.22689261e-02   1.17680766e-02  -4.59742593e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7170   1.49036765e+00   4.20986065e+00   1.00730283e+00  -2.12639868e-02   1.21986382e-01   7.28429202e-03  -2.20285747e-02  -3.04964650e-02   1.05006084e-01   1.64892916e-02  -2.52825692e-02   9.23249684e-03   1.69802681e-02  -9.20502283e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1730   4.38100523e+00   1.06429722e-01   8.66778662e-01   1.13534898e-01  -1.88421067e-02   4.07678746e-02  -3.88035327e-02   1.18217524e-02   1.77965814e-03   2.85716192e-03  -3.26134153e-02   1.03437871e-01  -1.59293134e-02   3.49442549e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              6440   1.36354850e+00   4.79952089e+00   2.71681911e+00  -1.15385354e-02   4.85515743e-02   3.37352864e-02  -1.44862294e-01  -1.83665659e-02   4.90064882e-02   3.11181564e-02  -1.48865581e-01   3.67992278e-03  -5.07142069e-03  -3.45771830e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7580   7.65714414e-01   1.48422017e-01   4.90861895e+00  -1.04950052e-02   2.38127448e-02  -5.06590120e-03   8.97163749e-02  -1.04601812e-02   2.38632504e-02  -5.24559570e-03   8.45721811e-02  -3.69440386e-07   2.98492949e-07  -5.17840647e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8010   1.02424354e+00   4.15024022e+00   4.79276041e+00   8.10555369e-03   2.61942931e-02   7.67856650e-03  -7.08374158e-02   9.26379755e-04   2.22559851e-02  -8.68534553e-05  -7.51278996e-02  -1.08930035e-04  -7.93733270e-05  -2.53492733e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              6850   1.38271022e+00   9.40116372e-01   1.34118959e+00   2.75621191e-02   1.67947821e-02  -2.54658461e-02  -3.74134965e-02   1.66456793e-02   4.09682561e-03  -2.12516226e-02  -4.12331261e-02   1.09164389e-02   1.26979556e-02  -4.21422301e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              2160   3.42344146e+00   1.22211607e+00   2.65937741e+00  -2.81507466e-02  -8.10551122e-02  -8.66018534e-02  -1.08442726e-02  -2.35508885e-02  -5.60704768e-02  -5.06661646e-02  -1.04172546e-02  -4.59985854e-03  -2.49846354e-02  -3.59356888e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1400   4.37828956e+00   1.58312692e+00   1.32795656e+00   3.53193134e-02  -6.60408363e-02  -3.45530771e-02   2.61900164e-02   3.57617959e-02  -6.53228089e-02  -3.35274525e-02   2.12128423e-02  -4.68929182e-04  -7.23063538e-04  -1.01553439e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              9530   1.44114239e+00   2.51227510e+00   1.05487014e+00  -7.25357980e-02  -1.17209703e-01  -2.42314744e-03  -4.70371079e-03  -6.51473850e-02  -9.68095884e-02   2.67263805e-03  -7.74732884e-03  -7.38841202e-03  -2.04001144e-02  -5.09578548e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8380   1.69274241e+00   7.93142638e-02   2.62285856e+00  -1.39768021e-02  -5.34201041e-03  -2.77827997e-02   1.47900973e-02  -1.39757786e-02  -5.34318248e-03  -2.77806539e-02   9.63631365e-03   8.90111153e-07   3.23019094e-06   2.90351818e-06   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7610   1.92620961e+00   9.60905812e-01   3.20188789e+00   9.49744284e-02  -5.53901047e-02  -5.51168919e-02  -1.68373212e-02   3.53269950e-02   1.43237337e-02  -1.18735014e-02  -1.06150117e-02   5.96474335e-02  -6.97138384e-02  -4.32433896e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              5400   1.91908044e+00   2.97782053e-01   4.15913257e+00   1.08823739e-01   8.70310292e-02  -8.39496255e-02   2.10479256e-02   5.32391891e-02   4.31534499e-02  -3.01884394e-02   2.46123318e-02   5.55908829e-02   4.38845567e-02  -5.37542962e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              3290   2.56996223e+00   2.62978139e+00   3.10367006e+00  -1.44615853e-02   5.46920765e-03   1.06369548e-01  -3.02236974e-02  -1.81748737e-02   1.45378765e-02   8.83004218e-02  -3.33861373e-02   3.71328811e-03  -9.06866882e-03   1.80691238e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              1840   2.33454020e-01   2.14233599e+00   9.32767220e-01  -1.38638923e-02   1.03368144e-02   4.34576124e-02  -3.23097222e-02  -1.22258775e-02   6.53389085e-04   2.82284431e-02  -3.61044146e-02  -1.62559259e-03   9.70900804e-03   1.52176283e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              8860   4.39396923e+00   4.64612293e-01   2.33252078e+00  -2.98251100e-02   2.99195759e-02  -5.34777045e-02  -6.13125321e-03  -1.69927403e-02   1.63601618e-02  -4.72253896e-02  -9.29832179e-03  -1.28370794e-02   1.35768745e-02  -6.23185653e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              366                0                0                0
              7330   5.17006357e-01   1.90861093e+00   6.29055028e+00   4.20264080e-02   2.47122273e-02  -7.99082816e-02  -3.00177783e-02   3.53587717e-02   3.03890500e-02  -7.04227760e-02  -3.25220041e-02   6.66829897e-03  -5.67671144e-03  -9.48560052e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
                30   2.83586269e+00   4.11268353e+00   8.23461200e+00  -1.35388002e-01   1.11197010e-01  -2.32840866e-01  -9.46598202e-02  -7.35465065e-02   7.93350022e-03  -1.24163635e-01  -8.05785879e-02  -6.18415102e-02   1.03263482e-01  -1.08677208e-01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              6590   4.61507233e+00   2.77896859e+00   5.96229090e+00  -5.69079071e-04   4.10594419e-02  -2.59021260e-02   1.76737942e-02  -3.84136499e-03   3.99562046e-02  -2.66224165e-02   1.28156366e-02  -2.31286074e-04   3.35842662e-04  -2.62606074e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              2670   1.66108310e+00   1.22682529e+00   5.49000110e+00  -1.35494292e-01   2.17390984e-01   4.12964039e-02  -3.20709422e-02  -2.03506704e-02   8.77579972e-02   2.94836645e-04  -2.03709975e-02  -1.15143724e-01   1.29632980e-01   4.10017483e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              1130   1.71181714e+00   2.71748889e+00   7.01732048e+00  -1.66871518e-01  -4.70614322e-02  -1.07974589e-01  -6.33148849e-02  -1.48123307e-02   3.34163718e-02  -3.12334374e-02  -4.69651259e-02  -1.52059183e-01  -8.04778039e-02  -7.67411515e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              6620   1.96435186e-01   4.39042314e+00   9.66342288e+00   1.55525887e-02  -2.65279487e-02  -5.11622010e-03   3.26517038e-02   1.17831128e-02  -2.24700272e-02  -5.42355748e-03   2.78731789e-02   3.71478731e-03  -4.02088510e-03   2.59936787e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4090   4.53895847e-01   1.65131874e+00   5.88820866e+00   1.44335121e-01   9.73102972e-02  -1.20851779e-02  -3.61465588e-02   8.58227909e-02   8.46396461e-02  -1.30594485e-02  -3.50763500e-02   5.85287102e-02   1.26878945e-02   9.70704656e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8540   3.51627078e+00   3.86619651e+00   5.43069958e+00   3.36210653e-02   3.96547876e-02   9.17123072e-03  -4.65757549e-02   2.01238710e-02   3.92758958e-02   6.49852725e-03  -5.06132208e-02   1.34973228e-02   3.78804223e-04   2.67290510e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4100   2.62884238e+00   4.32721477e+00   8.18134517e+00   1.63802549e-01  -2.00809464e-01  -1.24140203e-01  -8.85687619e-02   5.86722307e-02  -9.71646160e-02  -7.20636994e-02  -7.79537186e-02   1.05130143e-01  -1.03645273e-01  -5.20764105e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              7010   3.28229635e+00   2.08526648e+00   6.61315275e+00   9.39868987e-02   1.51529014e-02  -2.42047682e-02  -1.20826615e-02   2.79419646e-02   5.04544005e-02  -2.65948437e-02  -9.22041014e-03   6.60449341e-02  -3.53014991e-02   2.39007594e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              3760   1.64734339e+00   6.21329398e-01   8.40588848e+00   7.21261790e-03  -8.87372624e-03  -2.96616880e-03   8.55765566e-02   6.13971986e-03  -6.93852734e-03  -1.81568961e-04   8.06734934e-02   1.07313006e-03  -1.93207781e-03  -2.78428756e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8550   4.17147852e+00   4.85536817e+00   5.34839775e+00  -3.06531250e-01  -1.01535767e-01  -9.42757912e-03  -1.02569334e-01  -1.34923935e-01   4.16555293e-02   4.60520759e-03  -7.52769411e-02  -1.71524301e-01  -1.43476754e-01  -1.41538354e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              7020   5.17490324e-01   8.96570910e-01   9.61419160e+00  -6.14241213e-02   1.28989536e-02  -8.24102312e-02  -1.49381682e-02  -3.05699222e-02   1.60085093e-02  -3.22210751e-02  -1.35324514e-02  -3.08745857e-02  -3.12079536e-03  -5.02145253e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8170   4.02133812e-01   2.64959815e+00   8.43847521e+00   1.82002634e-02  -1.36682428e-02  -6.25371039e-02  -3.88949402e-02   1.87861559e-03   2.21265070e-02  -3.75218391e-02  -3.95219848e-02   1.68263018e-02  -3.57759111e-02  -2.48367339e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8180   9.71919883e-01   2.34168233e+00   5.73785636e+00  -4.35087867e-02  -2.34589893e-02   5.37754316e-03  -5.56915514e-02  -3.94142270e-02  -2.00420283e-02   4.23311722e-04  -5.90767264e-02  -4.09455458e-03  -3.41696292e-03   4.95423283e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              8580   4.04835215e-01   6.94704864e-01   9.40338464e+00  -2.52862331e-02   1.02613017e-01   7.67943636e-02  -8.40698183e-03  -1.07508041e-02   5.90468124e-02   3.83282900e-02  -7.27056619e-03  -1.45390481e-02   4.36038040e-02   3.84660587e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4810   3.16723618e-01   3.87548438e+00   6.44537490e+00   1.11658350e-01   5.72521016e-02  -4.03413847e-02  -1.45783588e-01   2.83044837e-02   2.78178230e-02  -6.84965774e-02  -1.36095271e-01   8.72036740e-02   3.08842063e-02   2.98009701e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              5950   1.64902544e+00   4.62924485e+00   6.82854278e+00   7.71133695e-04  -5.29351421e-02   4.02203016e-02  -8.60699341e-02   6.45474903e-03  -2.67528966e-02   2.49974784e-02  -8.87497291e-02  -5.68815600e-03  -2.62003653e-02   1.52192097e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              4170   1.14698943e+00   1.89354266e-02   8.83549517e+00  -3.86064127e-02  -3.74046490e-02   8.34809840e-02   5.40923066e-02  -4.18649167e-02  -2.32670382e-02   6.57939240e-02   5.07215597e-02   3.47706926e-04   1.91892992e-04   3.98022210e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              2410   3.75869613e+00   2.06154530e+00   6.96313368e+00   5.68014756e-03   9.61701199e-03  -1.22832030e-01   2.37674881e-02  -6.14686497e-02   4.47334275e-02  -7.35839531e-02   2.70743445e-02   6.71487972e-02  -3.51164155e-02  -4.92480733e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              6320   1.12102443e+00   4.16493943e-02   7.14691740e+00  -1.11509204e-01   2.94004232e-02  -6.20254949e-02   8.35671574e-02  -5.75117655e-02   2.59399544e-02  -3.46071087e-02   8.33122507e-02  -5.39917164e-02   3.46519635e-03  -2.74086408e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
              2760   2.51755825e+00   3.83465801e+00   5.43757812e+00   7.68316258e-03   1.49134081e-02  -2.15401389e-02  -5.18671386e-02   7.37552438e-03   1.55808320e-02  -2.19593849e-02  -5.69166727e-02   2.70429184e-04  -6.83159626e-04   5.83785994e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
               890   1.42470880e+00   1.40554344e+00   5.61273179e+00   1.80978119e-01  -2.26949751e-02  -1.45595521e-01  -4.04994972e-02   3.26493680e-02   4.02998924e-02  -4.31674868e-02  -2.74627544e-02   1.48328751e-01  -6.29948676e-02  -1.02428041e-01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00              367                0                0                0
